EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0228,Power BI,1,42,Certification
E0229,Excel,1,46,Self-assessment
E0229,Employee Engagement,3,47,Self-assessment
E0229,HRIS,4,12,Project evidence
E0229,Stakeholder Management,2,6,Certification
E0229,Workforce Planning,2,45,Self-assessment
E0229,Data Storytelling,3,35,Project evidence
E0229,People Analytics,1,19,Self-assessment
E0229,Statistics,2,5,Manager validation
E0229,Communication,3,42,Manager validation
E0229,Data Visualization,1,3,Manager validation
E0229,Talent Management,4,3,Manager validation
E0229,Data Modeling,1,4,Self-assessment
E0229,DAX,2,24,Self-assessment
E0230,Excel,2,31,Manager validation
E0230,Scenario Modeling,1,17,Project evidence
E0230,Business Acumen,1,5,Self-assessment
E0230,Stakeholder Management,2,16,Project evidence
E0230,Forecasting,2,26,Manager validation
E0230,Power BI,3,34,Self-assessment
E0231,Change Management,3,7,Project evidence
E0231,Excel,1,37,Project evidence
E0231,Business Acumen,3,7,Certification
E0231,Stakeholder Management,4,23,Self-assessment
E0231,Data Storytelling,3,32,Self-assessment
E0231,Power BI,2,8,Manager validation
E0231,DAX,3,11,Manager validation
E0231,SQL,3,41,Manager validation
E0232,Excel,3,45,Project evidence
E0232,Business Acumen,5,3,Manager validation
E0232,Data Visualization,1,22,Manager validation
E0232,Statistics,3,29,Manager validation
E0232,Communication,5,42,Certification
E0232,Forecasting,3,25,Self-assessment
E0232,Project Management,2,13,Certification
E0233,Scenario Modeling,2,15,Self-assessment
E0233,Business Acumen,3,34,Self-assessment
E0233,Power BI,1,15,Self-assessment
E0233,Data Quality,1,13,Self-assessment
E0233,Communication,3,35,Self-assessment
E0233,Project Management,2,22,Certification
E0234,SQL,4,43,Project evidence
E0234,Business Acumen,2,36,Self-assessment
E0234,Data Modeling,4,41,Self-assessment
E0234,NLP,4,47,Manager validation
E0234,Stakeholder Management,1,29,Manager validation
E0234,Machine Learning,3,13,Manager validation
E0234,Project Management,3,3,Project evidence
E0234,Python,4,15,Project evidence
E0235,Excel,3,24,Manager validation
E0235,Scenario Modeling,1,26,Project evidence
E0235,Power BI,1,18,Project evidence
E0235,Stakeholder Management,2,9,Self-assessment
E0235,Communication,1,9,Self-assessment
E0235,Forecasting,3,40,Manager validation
E0235,Project Management,1,43,Project evidence
E0236,Change Management,3,8,Self-assessment
E0236,Excel,2,7,Certification
E0236,Power BI,2,5,Project evidence
E0236,Business Acumen,5,43,Project evidence
E0236,Stakeholder Management,2,23,Self-assessment
E0236,Data Storytelling,5,7,Manager validation
E0236,Project Management,1,13,Project evidence
E0237,Excel,2,30,Manager validation
E0237,Business Acumen,2,24,Manager validation
E0237,Employee Engagement,1,45,Self-assessment
E0237,Communication,3,35,Manager validation
E0237,Project Management,2,31,Manager validation
E0238,Scenario Modeling,1,24,Manager validation
E0238,Data Quality,2,25,Self-assessment
E0238,Stakeholder Management,2,44,Manager validation
E0238,Communication,2,35,Project evidence
E0238,Forecasting,2,43,Project evidence
E0238,Power BI,2,46,Project evidence
E0239,Excel,1,16,Manager validation
E0239,Business Acumen,1,39,Project evidence
E0239,Project Management,1,25,Project evidence
E0239,Data Quality,3,35,Project evidence
E0239,Performance Analytics,1,29,Self-assessment
E0239,Power BI,2,18,Project evidence
E0239,SQL,2,30,Manager validation
E0239,Data Modeling,1,46,Project evidence
E0240,Business Acumen,3,3,Manager validation
E0240,Data Quality,3,35,Certification
E0240,Data Modeling,2,42,Certification
E0240,NLP,4,11,Manager validation
E0240,Data Governance,3,3,Certification
E0240,Machine Learning,3,34,Self-assessment
E0240,Project Management,1,33,Manager validation
E0240,Python,2,19,Manager validation
E0240,Power BI,2,19,Manager validation
E0240,SQL,4,8,Manager validation
E0240,Workforce Planning,1,44,Self-assessment
E0240,People Analytics,2,25,Manager validation
E0241,Excel,1,3,Manager validation
E0241,Data Modeling,3,47,Manager validation
E0241,NLP,3,34,Self-assessment
E0241,Machine Learning,4,47,Manager validation
E0241,Data Governance,3,10,Self-assessment
E0241,Communication,3,14,Self-assessment
E0241,Project Management,2,36,Self-assessment
E0241,Python,3,44,Manager validation
E0242,SQL,3,23,Certification
E0242,Change Management,5,40,Manager validation
E0242,Excel,2,22,Self-assessment
E0242,Power BI,4,3,Self-assessment
E0242,Business Acumen,4,26,Manager validation
E0242,Performance Analytics,4,27,Certification
E0242,HRIS,3,10,Manager validation
E0242,Stakeholder Management,5,11,Self-assessment
E0242,Workforce Planning,4,15,Project evidence
E0242,Data Storytelling,4,33,Self-assessment
E0242,Talent Analytics,1,11,Project evidence
E0242,Communication,2,47,Self-assessment
E0242,Talent Management,4,26,Certification
E0242,Project Management,2,45,Self-assessment
E0243,Excel,1,48,Self-assessment
E0243,Business Acumen,2,47,Manager validation
E0243,Power BI,1,37,Certification
E0243,Data Quality,2,5,Manager validation
E0243,Communication,1,26,Self-assessment
E0243,Project Management,2,40,Project evidence
E0243,Skills Gap Analysis,2,14,Project evidence
E0243,Talent Intelligence,2,44,Project evidence
E0244,Excel,1,11,Project evidence
E0244,Business Acumen,1,33,Manager validation
E0244,Project Management,2,16,Manager validation
E0244,Data Quality,2,46,Manager validation
E0244,Communication,2,28,Self-assessment
E0244,Power BI,2,10,Self-assessment
E0244,Python,2,19,Project evidence
E0244,Power Query,2,45,Self-assessment
E0244,Workforce Planning,2,29,Self-assessment
E0244,People Analytics,1,19,Project evidence
E0245,SQL,2,10,Manager validation
E0245,HR Data Management,3,36,Manager validation
E0245,Change Management,3,18,Self-assessment
E0245,Business Acumen,3,47,Manager validation
E0245,Performance Analytics,2,43,Manager validation
E0245,HRIS,3,13,Project evidence
E0245,Stakeholder Management,3,28,Manager validation
E0245,Learning Analytics,3,22,Self-assessment
E0245,People Analytics,3,31,Manager validation
E0245,Data Visualization,2,24,Self-assessment
E0245,Communication,2,35,Self-assessment
E0245,Data Storytelling,4,42,Self-assessment
E0245,Project Management,3,7,Self-assessment
E0245,Internal Mobility,3,13,Self-assessment
E0246,Excel,1,45,Manager validation
E0246,Business Acumen,2,42,Self-assessment
E0246,Data Quality,3,27,Project evidence
E0246,Communication,3,10,Manager validation
E0246,Forecasting,2,3,Self-assessment
E0246,Power BI,2,23,Manager validation
E0246,Power Query,3,7,Self-assessment
E0247,SQL,3,15,Manager validation
E0247,Data Modeling,4,5,Certification
E0247,Stakeholder Management,3,10,Manager validation
E0247,Data Governance,2,7,Project evidence
E0247,Machine Learning,4,18,Manager validation
E0247,Communication,4,34,Manager validation
E0247,Project Management,1,28,Self-assessment
E0247,Python,3,5,Project evidence
E0248,Excel,2,40,Certification
E0248,Data Visualization,2,37,Self-assessment
E0248,Communication,2,47,Self-assessment
E0248,Statistics,3,34,Self-assessment
E0248,Data Storytelling,1,40,Certification
E0248,Project Management,2,30,Project evidence
E0249,HR Data Management,4,35,Self-assessment
E0249,Excel,1,40,Self-assessment
E0249,Business Acumen,2,10,Certification
E0249,Employee Engagement,4,44,Manager validation
E0249,Workforce Planning,3,16,Self-assessment
E0249,People Analytics,3,27,Project evidence
E0249,Talent Analytics,3,33,Manager validation
E0249,Communication,2,35,Certification
E0249,Data Visualization,2,42,Manager validation
E0249,Data Storytelling,3,6,Manager validation
E0249,Power BI,3,39,Self-assessment
E0250,SQL,2,37,Self-assessment
E0250,HR Data Management,3,31,Manager validation
E0250,Change Management,4,12,Self-assessment
E0250,Business Acumen,4,35,Self-assessment
E0250,Data Quality,2,39,Certification
E0250,Employee Engagement,3,26,Project evidence
E0250,HRIS,2,26,Manager validation
E0250,Recruiting Analytics,2,46,Project evidence
E0250,Stakeholder Management,3,27,Certification
E0250,Talent Analytics,3,35,Project evidence
E0250,Statistics,2,19,Manager validation
E0250,Communication,1,41,Project evidence
E0250,Data Visualization,3,12,Self-assessment
E0250,Data Storytelling,4,20,Manager validation
E0250,Project Management,1,43,Project evidence
E0251,Excel,3,47,Self-assessment
E0251,Scenario Modeling,2,4,Manager validation
E0251,Power BI,3,4,Project evidence
E0251,Statistics,2,29,Self-assessment
E0251,Communication,3,27,Self-assessment
E0251,Project Management,2,27,Self-assessment
E0251,Talent Intelligence,1,9,Project evidence
E0251,People Analytics,3,18,Project evidence
E0252,HR Data Management,4,25,Manager validation
E0252,Excel,2,11,Manager validation
E0252,Business Acumen,2,27,Manager validation
E0252,Performance Analytics,3,47,Project evidence
E0252,Recruiting Analytics,3,10,Manager validation
E0252,Data Storytelling,2,12,Project evidence
E0252,Talent Analytics,2,18,Certification
E0252,Data Visualization,2,18,Manager validation
E0252,Communication,1,43,Project evidence
E0252,Statistics,2,30,Manager validation
E0252,Talent Management,3,10,Self-assessment
E0253,Excel,2,21,Project evidence
E0253,Scenario Modeling,1,18,Self-assessment
E0253,Business Acumen,1,26,Project evidence
E0253,Data Quality,2,30,Project evidence
E0253,Statistics,4,28,Self-assessment
E0253,Data Visualization,1,39,Self-assessment
E0253,Project Management,2,24,Self-assessment
E0254,Excel,1,35,Certification
E0254,Scenario Modeling,3,39,Manager validation
E0254,Business Acumen,3,19,Self-assessment
E0254,Data Quality,2,21,Certification
E0254,Stakeholder Management,1,23,Project evidence
E0254,Forecasting,3,35,Self-assessment
E0255,Excel,3,7,Manager validation
E0255,Business Acumen,4,44,Self-assessment
E0255,Stakeholder Management,1,14,Manager validation
E0255,Data Governance,4,15,Self-assessment
E0255,Communication,1,40,Self-assessment
E0255,Project Management,2,39,Self-assessment
E0256,Excel,2,17,Project evidence
E0256,Business Acumen,2,11,Project evidence
E0256,Power BI,1,29,Self-assessment
E0256,Employee Engagement,2,41,Manager validation
E0256,Communication,3,30,Self-assessment
E0256,Data Storytelling,2,48,Self-assessment
E0256,Project Management,2,11,Self-assessment
E0257,Change Management,3,36,Self-assessment
E0257,Excel,1,16,Self-assessment
E0257,Scenario Modeling,2,22,Manager validation
E0257,Business Acumen,4,38,Project evidence
E0257,Stakeholder Management,4,47,Project evidence
E0257,Communication,2,34,Manager validation
E0257,Data Storytelling,3,38,Certification
E0257,Forecasting,3,6,Manager validation
E0257,Project Management,2,43,Manager validation
E0258,Change Management,3,41,Certification
E0258,Excel,2,19,Project evidence
E0258,Power BI,1,32,Self-assessment
E0258,Business Acumen,4,26,Project evidence
E0258,Performance Analytics,3,15,Project evidence
E0258,Stakeholder Management,2,32,Self-assessment
E0258,Communication,1,35,Manager validation
E0258,Data Storytelling,4,37,Self-assessment
E0258,Project Management,3,11,Manager validation
E0259,Excel,1,47,Certification
E0259,Business Acumen,1,15,Project evidence
E0259,Data Quality,3,35,Manager validation
E0259,Data Governance,1,47,Self-assessment
E0259,Project Management,2,33,Project evidence
E0259,SQL,2,31,Manager validation
E0259,Data Modeling,3,22,Manager validation
E0260,Excel,1,38,Self-assessment
E0260,Scenario Modeling,3,47,Manager validation
E0260,Business Acumen,3,39,Manager validation
E0260,Power BI,2,43,Project evidence
E0260,Statistics,2,43,Project evidence
E0260,Forecasting,1,43,Certification
E0260,Project Management,1,28,Manager validation
E0261,Excel,3,15,Certification
E0261,Business Acumen,2,20,Project evidence
E0261,Performance Analytics,1,41,Certification
E0261,Communication,2,12,Project evidence
E0261,Data Storytelling,5,33,Project evidence
E0261,Power BI,2,46,Project evidence
E0261,Internal Mobility,1,43,Self-assessment
E0261,Skills Gap Analysis,3,39,Self-assessment
E0262,Excel,2,37,Certification
E0262,Business Acumen,2,13,Self-assessment
E0262,Power BI,3,27,Manager validation
E0262,Stakeholder Management,2,8,Certification
E0262,Data Storytelling,3,24,Project evidence
E0262,Project Management,3,43,Project evidence
E0262,Talent Intelligence,2,19,Certification
E0262,Internal Mobility,3,28,Manager validation
E0263,Excel,3,21,Self-assessment
E0263,Business Acumen,2,34,Self-assessment
E0263,Data Quality,1,13,Manager validation
E0263,Data Modeling,5,18,Project evidence
E0263,NLP,3,38,Self-assessment
E0263,Machine Learning,4,17,Certification
E0263,Data Governance,1,39,Self-assessment
E0263,Generative AI,3,43,Manager validation
E0263,Skills Gap Analysis,2,37,Self-assessment
E0263,Workforce Planning,2,5,Project evidence
E0264,Scenario Modeling,2,34,Certification
E0264,Data Quality,2,33,Project evidence
E0264,Communication,2,20,Manager validation
E0264,Forecasting,2,33,Manager validation
E0264,Project Management,2,30,Certification
E0264,Statistics,3,37,Manager validation
E0264,SQL,2,45,Self-assessment
E0265,Excel,2,5,Certification
E0265,Business Acumen,4,40,Self-assessment
E0265,Power BI,3,10,Project evidence
E0265,Stakeholder Management,2,29,Manager validation
E0265,Communication,1,32,Project evidence
E0265,Project Management,4,45,Certification
E0266,SQL,1,3,Project evidence
E0266,HR Data Management,3,16,Manager validation
E0266,Change Management,5,16,Self-assessment
E0266,Business Acumen,3,16,Self-assessment
E0266,Performance Analytics,3,5,Self-assessment
E0266,Employee Engagement,4,19,Self-assessment
E0266,HRIS,2,14,Self-assessment
E0266,Stakeholder Management,3,48,Project evidence
E0266,Workforce Planning,3,48,Project evidence
E0266,Statistics,1,3,Self-assessment
E0266,Communication,2,3,Manager validation
E0266,Data Storytelling,4,11,Self-assessment
E0266,Project Management,2,34,Self-assessment
E0266,DAX,3,48,Self-assessment
E0266,Internal Mobility,3,12,Self-assessment
E0267,HR Data Management,3,37,Self-assessment
E0267,Excel,3,46,Manager validation
E0267,Business Acumen,3,43,Manager validation
E0267,Performance Analytics,3,48,Self-assessment
E0267,Recruiting Analytics,3,23,Manager validation
E0267,Stakeholder Management,2,14,Project evidence
E0267,Learning Analytics,2,18,Certification
E0267,Data Storytelling,1,33,Self-assessment
E0267,Statistics,1,14,Manager validation
E0267,Talent Management,3,36,Manager validation
E0267,Power BI,1,19,Self-assessment
E0267,Python,2,14,Self-assessment
E0268,SQL,1,3,Project evidence
E0268,Excel,2,45,Self-assessment
E0268,Business Acumen,2,4,Self-assessment
E0268,Data Modeling,2,39,Manager validation
E0268,NLP,3,4,Self-assessment
E0268,Stakeholder Management,2,6,Manager validation
E0268,Generative AI,2,48,Project evidence
E0268,Python,4,41,Project evidence
E0268,Skills Gap Analysis,2,29,Manager validation
E0268,Talent Intelligence,2,8,Manager validation
E0269,Excel,2,14,Manager validation
E0269,Business Acumen,1,5,Manager validation
E0269,Power BI,1,12,Project evidence
E0269,Data Quality,2,38,Self-assessment
